STATE,ST_CASE,PER_NO,PBPTYPE,PBAGE,PBSEX,PBCWALK,PBSWALK,PBSZONE,BIKECTYPE,BIKELOC,BIKEPOS,BIKEDIR,BIKECGP,YEAR,STATENAME,PBPTYPENAME,PBAGENAME,PBSEXNAME,PBCWALKNAME,PBSWALKNAME,PBSZONENAME,BIKECTYPENAME,BIKELOCNAME,BIKEPOSNAME,BIKEDIRNAME,BIKECGPNAME
29,290036,1,6,30,1,0,0,0,231,3,1,1,230,2018,Missouri,Bicyclist,30 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Undetected Bicyclist,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
29,290619,1,6,11,2,0,0,0,144,1,1,1,145,2018,Missouri,Bicyclist,11 Years,Female,None Noted,None Noted,None Noted,Bicyclist Ride Through - Sign-Controlled Intersection,At Intersection,Travel Lane,With Traffic,Bicyclist Failed to Yield - Sign-Controlled Intersection
30,300054,1,6,3,1,0,0,0,311,3,1,3,310,2018,Montana,Bicyclist,3 Years,Male,None Noted,None Noted,None Noted,Bicyclist Ride Out - Residential Driveway,Not At Intersection,Travel Lane,Not applicable,Bicyclist Failed to Yield - Midblock
30,300148,1,6,64,1,0,0,0,250,3,1,2,258,2018,Montana,Bicyclist,64 Years,Male,None Noted,None Noted,None Noted,Wrong-Way / Wrong-Side - Bicyclist,Not At Intersection,Travel Lane,Facing Traffic,Wrong-Way / Wrong-Side
32,320036,1,6,44,1,0,1,0,143,1,3,1,140,2018,Nevada,Bicyclist,44 Years,Male,None Noted,Yes,None Noted,Motorist Drive Through - Sign-Controlled Intersection,At Intersection,Sidewalk  / Crosswalk / Driveway Access,With Traffic,Motorist Failed to Yield - Sign-Controlled Intersection
32,320070,1,6,22,1,0,1,0,232,3,1,1,230,2018,Nevada,Bicyclist,22 Years,Male,None Noted,Yes,None Noted,Motorist Overtaking - Misjudged Space,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
32,320094,1,6,9,1,0,1,1,250,1,1,2,258,2018,Nevada,Bicyclist,9 Years,Male,None Noted,Yes,Yes,Wrong-Way / Wrong-Side - Bicyclist,At Intersection,Travel Lane,Facing Traffic,Wrong-Way / Wrong-Side
32,320181,1,6,8,2,0,1,0,144,1,1,2,145,2018,Nevada,Bicyclist,8 Years,Female,None Noted,Yes,None Noted,Bicyclist Ride Through - Sign-Controlled Intersection,At Intersection,Travel Lane,Facing Traffic,Bicyclist Failed to Yield - Sign-Controlled Intersection
32,320192,1,6,47,1,1,1,0,213,1,3,1,215,2018,Nevada,Bicyclist,47 Years,Male,Yes,Yes,None Noted,Motorist Right Turn - Same Direction,At Intersection,Sidewalk  / Crosswalk / Driveway Access,With Traffic,Motorist Right Turn / Merge
32,320265,1,6,55,1,1,1,0,144,1,1,1,145,2018,Nevada,Bicyclist,55 Years,Male,Yes,Yes,None Noted,Bicyclist Ride Through - Sign-Controlled Intersection,At Intersection,Travel Lane,With Traffic,Bicyclist Failed to Yield - Sign-Controlled Intersection
32,320266,1,6,63,1,0,1,0,222,1,1,3,220,2018,Nevada,Bicyclist,63 Years,Male,None Noted,Yes,None Noted,Bicyclist Left Turn - Opposite Direction,At Intersection,Travel Lane,Not applicable,Bicyclist Left Turn / Merge
32,320271,1,6,53,1,0,0,0,231,2,1,1,230,2018,Nevada,Bicyclist,53 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Undetected Bicyclist,Intersection-Related,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
33,330086,1,6,41,1,1,1,0,231,2,2,1,230,2018,New Hampshire,Bicyclist,41 Years,Male,Yes,Yes,None Noted,Motorist Overtaking - Undetected Bicyclist,Intersection-Related,Bicycle Lane / Paved Shoulder / Parking Lane,With Traffic,Motorist Overtaking Bicyclist
33,330128,1,6,74,1,0,1,0,223,3,1,2,225,2018,New Hampshire,Bicyclist,74 Years,Male,None Noted,Yes,None Noted,Bicyclist Right Turn - Same Direction,Not At Intersection,Travel Lane,Facing Traffic,Bicyclist Right Turn / Merge
34,340006,1,6,76,1,0,0,0,255,3,1,1,258,2018,New Jersey,Bicyclist,76 Years,Male,None Noted,None Noted,None Noted,Wrong-Way / Wrong-Side - Motorist,Not At Intersection,Travel Lane,With Traffic,Wrong-Way / Wrong-Side
34,340023,1,6,8,2,0,1,0,139,3,3,9,110,2018,New Jersey,Bicyclist,8 Years,Female,None Noted,Yes,None Noted,Motorist Lost Control - Other / Unknown,Not At Intersection,Sidewalk  / Crosswalk / Driveway Access,Unknown,Loss of Control / Turning Error
34,340123,1,6,19,1,0,0,0,318,3,1,3,310,2018,New Jersey,Bicyclist,19 Years,Male,None Noted,None Noted,None Noted,Bicyclist Ride Out - Other Midblock,Not At Intersection,Travel Lane,Not applicable,Bicyclist Failed to Yield - Midblock
34,340139,1,6,53,1,0,0,0,180,1,1,9,190,2018,New Jersey,Bicyclist,53 Years,Male,None Noted,None Noted,None Noted,Crossing Paths - Intersection - Other / Unknown Control,At Intersection,Travel Lane,Unknown,Crossing Paths - Other Circumstances
34,340151,1,6,12,1,0,1,0,213,1,3,1,215,2018,New Jersey,Bicyclist,12 Years,Male,None Noted,Yes,None Noted,Motorist Right Turn - Same Direction,At Intersection,Sidewalk  / Crosswalk / Driveway Access,With Traffic,Motorist Right Turn / Merge
34,340155,1,6,58,1,0,0,0,155,2,1,3,158,2018,New Jersey,Bicyclist,58 Years,Male,None Noted,None Noted,None Noted,Bicyclist Ride Through - Signalized Intersection,Intersection-Related,Travel Lane,Not applicable,Bicyclist Failed to Yield - Signalized Intersection
34,340220,1,6,14,1,0,0,0,221,3,1,1,220,2018,New Jersey,Bicyclist,14 Years,Male,None Noted,None Noted,None Noted,Bicyclist Left Turn - Same Direction,Not At Intersection,Travel Lane,With Traffic,Bicyclist Left Turn / Merge
34,340299,1,6,20,1,0,1,0,280,2,9,9,290,2018,New Jersey,Bicyclist,20 Years,Male,None Noted,Yes,None Noted,Parallel Paths - Other / Unknown,Intersection-Related,Unknown,Unknown,Parallel Paths - Other Circumstances
34,340302,1,6,65,1,1,0,0,318,3,3,3,310,2018,New Jersey,Bicyclist,65 Years,Male,Yes,None Noted,None Noted,Bicyclist Ride Out - Other Midblock,Not At Intersection,Sidewalk  / Crosswalk / Driveway Access,Not applicable,Bicyclist Failed to Yield - Midblock
34,340314,1,6,17,1,0,0,0,142,1,1,1,145,2018,New Jersey,Bicyclist,17 Years,Male,None Noted,None Noted,None Noted,Bicyclist Ride Out - Sign-Controlled Intersection,At Intersection,Travel Lane,With Traffic,Bicyclist Failed to Yield - Sign-Controlled Intersection
34,340315,1,6,54,1,0,0,0,212,1,1,1,210,2018,New Jersey,Bicyclist,54 Years,Male,None Noted,None Noted,None Noted,Motorist Left Turn- Opposite Direction,At Intersection,Travel Lane,With Traffic,Motorist Left Turn / Merge
34,340365,1,6,33,1,0,0,0,239,3,1,2,230,2018,New Jersey,Bicyclist,33 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Other/ Unknown,Not At Intersection,Travel Lane,Facing Traffic,Motorist Overtaking Bicyclist
34,340370,1,6,61,1,1,1,0,156,1,1,2,158,2018,New Jersey,Bicyclist,61 Years,Male,Yes,Yes,None Noted,Bicyclist Failed to Clear - Trapped,At Intersection,Travel Lane,Facing Traffic,Bicyclist Failed to Yield - Signalized Intersection
34,340393,1,6,38,1,0,0,0,318,3,1,3,310,2018,New Jersey,Bicyclist,38 Years,Male,None Noted,None Noted,None Noted,Bicyclist Ride Out - Other Midblock,Not At Intersection,Travel Lane,Not applicable,Bicyclist Failed to Yield - Midblock
34,340411,1,6,53,1,0,1,0,212,1,1,9,210,2018,New Jersey,Bicyclist,53 Years,Male,None Noted,Yes,None Noted,Motorist Left Turn- Opposite Direction,At Intersection,Travel Lane,Unknown,Motorist Left Turn / Merge
34,340412,1,6,29,1,0,0,0,970,3,1,9,990,2018,New Jersey,Bicyclist,29 Years,Male,None Noted,None Noted,None Noted,Unknown Approach Paths,Not At Intersection,Travel Lane,Unknown,Other / Unknown - Insufficient Details
34,340428,1,6,77,2,1,0,0,155,1,1,1,158,2018,New Jersey,Bicyclist,77 Years,Female,Yes,None Noted,None Noted,Bicyclist Ride Through - Signalized Intersection,At Intersection,Travel Lane,With Traffic,Bicyclist Failed to Yield - Signalized Intersection
34,340513,1,6,57,1,0,0,0,232,3,9,9,230,2018,New Jersey,Bicyclist,57 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Misjudged Space,Not At Intersection,Unknown,Unknown,Motorist Overtaking Bicyclist
35,350134,1,6,12,1,1,1,0,144,1,1,2,145,2018,New Mexico,Bicyclist,12 Years,Male,Yes,Yes,None Noted,Bicyclist Ride Through - Sign-Controlled Intersection,At Intersection,Travel Lane,Facing Traffic,Bicyclist Failed to Yield - Sign-Controlled Intersection
35,350147,1,6,46,1,1,0,0,155,1,1,2,158,2018,New Mexico,Bicyclist,46 Years,Male,Yes,None Noted,None Noted,Bicyclist Ride Through - Signalized Intersection,At Intersection,Travel Lane,Facing Traffic,Bicyclist Failed to Yield - Signalized Intersection
35,350160,1,6,57,1,1,1,0,214,3,3,2,215,2018,New Mexico,Bicyclist,57 Years,Male,Yes,Yes,None Noted,Motorist right Turn - Opposite Direction,Not At Intersection,Sidewalk  / Crosswalk / Driveway Access,Facing Traffic,Motorist Right Turn / Merge
35,350162,1,6,56,1,1,1,0,148,1,1,1,190,2018,New Mexico,Bicyclist,56 Years,Male,Yes,Yes,None Noted,Sign-Controlled Intersection - Other / Unknown,At Intersection,Travel Lane,With Traffic,Crossing Paths - Other Circumstances
35,350193,1,6,61,1,0,0,0,239,3,9,1,230,2018,New Mexico,Bicyclist,61 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Other/ Unknown,Not At Intersection,Unknown,With Traffic,Motorist Overtaking Bicyclist
35,350267,1,6,50,1,0,0,0,280,3,1,1,290,2018,New Mexico,Bicyclist,50 Years,Male,None Noted,None Noted,None Noted,Parallel Paths - Other / Unknown,Not At Intersection,Travel Lane,With Traffic,Parallel Paths - Other Circumstances
35,350270,1,6,16,1,0,0,0,280,3,1,1,290,2018,New Mexico,Bicyclist,16 Years,Male,None Noted,None Noted,None Noted,Parallel Paths - Other / Unknown,Not At Intersection,Travel Lane,With Traffic,Parallel Paths - Other Circumstances
35,350291,1,6,42,1,0,1,0,280,3,1,1,290,2018,New Mexico,Bicyclist,42 Years,Male,None Noted,Yes,None Noted,Parallel Paths - Other / Unknown,Not At Intersection,Travel Lane,With Traffic,Parallel Paths - Other Circumstances
35,350295,1,6,32,1,0,0,0,280,3,1,1,290,2018,New Mexico,Bicyclist,32 Years,Male,None Noted,None Noted,None Noted,Parallel Paths - Other / Unknown,Not At Intersection,Travel Lane,With Traffic,Parallel Paths - Other Circumstances
35,350322,1,6,33,1,1,1,0,980,9,9,9,990,2018,New Mexico,Bicyclist,33 Years,Male,Yes,Yes,None Noted,Unknown Location,Unknown / Insufficient Information,Unknown,Unknown,Other / Unknown - Insufficient Details
35,350345,1,6,40,1,0,1,0,280,2,1,1,290,2018,New Mexico,Bicyclist,40 Years,Male,None Noted,Yes,None Noted,Parallel Paths - Other / Unknown,Intersection-Related,Travel Lane,With Traffic,Parallel Paths - Other Circumstances
36,360025,1,6,13,1,0,1,0,970,1,1,9,990,2018,New York,Bicyclist,13 Years,Male,None Noted,Yes,None Noted,Unknown Approach Paths,At Intersection,Travel Lane,Unknown,Other / Unknown - Insufficient Details
36,360046,1,6,49,1,0,0,0,148,1,1,1,190,2018,New York,Bicyclist,49 Years,Male,None Noted,None Noted,None Noted,Sign-Controlled Intersection - Other / Unknown,At Intersection,Travel Lane,With Traffic,Crossing Paths - Other Circumstances
36,360066,1,6,61,1,1,1,0,129,3,1,3,110,2018,New York,Bicyclist,61 Years,Male,Yes,Yes,None Noted,Bicyclist Lost Control - Other / Unknown,Not At Intersection,Travel Lane,Not applicable,Loss of Control / Turning Error
36,360108,1,6,57,1,0,0,0,318,3,1,2,310,2018,New York,Bicyclist,57 Years,Male,None Noted,None Noted,None Noted,Bicyclist Ride Out - Other Midblock,Not At Intersection,Travel Lane,Facing Traffic,Bicyclist Failed to Yield - Midblock
36,360132,1,6,77,1,0,0,0,144,1,1,1,145,2018,New York,Bicyclist,77 Years,Male,None Noted,None Noted,None Noted,Bicyclist Ride Through - Sign-Controlled Intersection,At Intersection,Travel Lane,With Traffic,Bicyclist Failed to Yield - Sign-Controlled Intersection
36,360161,1,6,20,1,0,1,0,213,1,1,1,215,2018,New York,Bicyclist,20 Years,Male,None Noted,Yes,None Noted,Motorist Right Turn - Same Direction,At Intersection,Travel Lane,With Traffic,Motorist Right Turn / Merge
36,360169,1,6,80,1,0,1,0,319,3,1,3,310,2018,New York,Bicyclist,80 Years,Male,None Noted,Yes,None Noted,Bicyclist Ride Out - Midblock - Unknown,Not At Intersection,Travel Lane,Not applicable,Bicyclist Failed to Yield - Midblock
36,360185,1,6,42,1,1,1,0,155,1,1,1,158,2018,New York,Bicyclist,42 Years,Male,Yes,Yes,None Noted,Bicyclist Ride Through - Signalized Intersection,At Intersection,Travel Lane,With Traffic,Bicyclist Failed to Yield - Signalized Intersection
36,360202,1,6,33,1,0,0,0,239,3,2,1,230,2018,New York,Bicyclist,33 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Other/ Unknown,Not At Intersection,Bicycle Lane / Paved Shoulder / Parking Lane,With Traffic,Motorist Overtaking Bicyclist
36,360229,1,6,66,1,0,1,0,155,1,1,1,158,2018,New York,Bicyclist,66 Years,Male,None Noted,Yes,None Noted,Bicyclist Ride Through - Signalized Intersection,At Intersection,Travel Lane,With Traffic,Bicyclist Failed to Yield - Signalized Intersection
36,360245,1,6,34,1,1,1,0,223,1,1,1,225,2018,New York,Bicyclist,34 Years,Male,Yes,Yes,None Noted,Bicyclist Right Turn - Same Direction,At Intersection,Travel Lane,With Traffic,Bicyclist Right Turn / Merge
36,360259,1,6,45,1,0,1,1,800,3,1,1,850,2018,New York,Bicyclist,45 Years,Male,None Noted,Yes,Yes,Unusual Circumstances,Not At Intersection,Travel Lane,With Traffic,Other / Unusual Circumstances
36,360281,1,6,67,2,0,1,0,129,2,1,1,110,2018,New York,Bicyclist,67 Years,Female,None Noted,Yes,None Noted,Bicyclist Lost Control - Other / Unknown,Intersection-Related,Travel Lane,With Traffic,Loss of Control / Turning Error
36,360305,1,6,27,1,0,0,0,232,3,1,1,230,2018,New York,Bicyclist,27 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Misjudged Space,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
36,360333,1,6,59,1,0,1,0,800,3,1,1,850,2018,New York,Bicyclist,59 Years,Male,None Noted,Yes,None Noted,Unusual Circumstances,Not At Intersection,Travel Lane,With Traffic,Other / Unusual Circumstances
36,360394,1,6,22,2,1,1,0,155,1,1,1,158,2018,New York,Bicyclist,22 Years,Female,Yes,Yes,None Noted,Bicyclist Ride Through - Signalized Intersection,At Intersection,Travel Lane,With Traffic,Bicyclist Failed to Yield - Signalized Intersection
36,360467,1,6,16,2,1,1,0,155,1,3,1,158,2018,New York,Bicyclist,16 Years,Female,Yes,Yes,None Noted,Bicyclist Ride Through - Signalized Intersection,At Intersection,Sidewalk  / Crosswalk / Driveway Access,With Traffic,Bicyclist Failed to Yield - Signalized Intersection
36,360470,1,6,23,2,0,1,0,221,3,2,1,220,2018,New York,Bicyclist,23 Years,Female,None Noted,Yes,None Noted,Bicyclist Left Turn - Same Direction,Not At Intersection,Bicycle Lane / Paved Shoulder / Parking Lane,With Traffic,Bicyclist Left Turn / Merge
36,360493,1,6,4,1,0,0,0,700,3,1,9,850,2018,New York,Bicyclist,4 Years,Male,None Noted,None Noted,None Noted,Play Vehicle-Related,Not At Intersection,Travel Lane,Unknown,Other / Unusual Circumstances
36,360540,1,6,50,1,0,1,0,223,3,1,1,225,2018,New York,Bicyclist,50 Years,Male,None Noted,Yes,None Noted,Bicyclist Right Turn - Same Direction,Not At Intersection,Travel Lane,With Traffic,Bicyclist Right Turn / Merge
36,360580,1,6,21,1,0,0,0,221,3,1,1,220,2018,New York,Bicyclist,21 Years,Male,None Noted,None Noted,None Noted,Bicyclist Left Turn - Same Direction,Not At Intersection,Travel Lane,With Traffic,Bicyclist Left Turn / Merge
36,360609,1,6,52,1,1,1,0,250,1,1,1,258,2018,New York,Bicyclist,52 Years,Male,Yes,Yes,None Noted,Wrong-Way / Wrong-Side - Bicyclist,At Intersection,Travel Lane,With Traffic,Wrong-Way / Wrong-Side
36,360632,1,6,56,1,0,1,0,239,3,2,1,230,2018,New York,Bicyclist,56 Years,Male,None Noted,Yes,None Noted,Motorist Overtaking - Other/ Unknown,Not At Intersection,Bicycle Lane / Paved Shoulder / Parking Lane,With Traffic,Motorist Overtaking Bicyclist
36,360662,1,6,74,1,0,0,0,221,3,1,1,220,2018,New York,Bicyclist,74 Years,Male,None Noted,None Noted,None Noted,Bicyclist Left Turn - Same Direction,Not At Intersection,Travel Lane,With Traffic,Bicyclist Left Turn / Merge
36,360694,1,6,39,1,0,1,0,180,2,1,2,190,2018,New York,Bicyclist,39 Years,Male,None Noted,Yes,None Noted,Crossing Paths - Intersection - Other / Unknown Control,Intersection-Related,Travel Lane,Facing Traffic,Crossing Paths - Other Circumstances
36,360764,1,6,53,1,0,0,0,231,2,1,1,230,2018,New York,Bicyclist,53 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Undetected Bicyclist,Intersection-Related,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
36,360781,1,6,14,1,0,1,0,239,3,1,1,230,2018,New York,Bicyclist,14 Years,Male,None Noted,Yes,None Noted,Motorist Overtaking - Other/ Unknown,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
36,360800,1,6,21,1,0,1,0,239,2,2,1,230,2018,New York,Bicyclist,21 Years,Male,None Noted,Yes,None Noted,Motorist Overtaking - Other/ Unknown,Intersection-Related,Bicycle Lane / Paved Shoulder / Parking Lane,With Traffic,Motorist Overtaking Bicyclist
36,360866,1,6,47,1,0,1,0,231,2,1,1,230,2018,New York,Bicyclist,47 Years,Male,None Noted,Yes,None Noted,Motorist Overtaking - Undetected Bicyclist,Intersection-Related,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
36,360915,1,6,55,2,1,1,0,155,1,3,1,158,2018,New York,Bicyclist,55 Years,Female,Yes,Yes,None Noted,Bicyclist Ride Through - Signalized Intersection,At Intersection,Sidewalk  / Crosswalk / Driveway Access,With Traffic,Bicyclist Failed to Yield - Signalized Intersection
37,370013,1,6,64,1,0,0,0,232,3,2,1,230,2018,North Carolina,Bicyclist,64 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Misjudged Space,Not At Intersection,Bicycle Lane / Paved Shoulder / Parking Lane,With Traffic,Motorist Overtaking Bicyclist
37,370015,1,6,48,1,0,0,0,235,3,1,1,230,2018,North Carolina,Bicyclist,48 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Bicyclist Swerved,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
37,370116,1,6,67,1,0,0,0,232,3,8,1,230,2018,North Carolina,Bicyclist,67 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Misjudged Space,Not At Intersection,Other,With Traffic,Motorist Overtaking Bicyclist
37,370196,1,6,51,1,0,0,0,970,3,1,2,990,2018,North Carolina,Bicyclist,51 Years,Male,None Noted,None Noted,None Noted,Unknown Approach Paths,Not At Intersection,Travel Lane,Facing Traffic,Other / Unknown - Insufficient Details
37,370384,1,6,55,2,0,0,0,211,2,1,2,210,2018,North Carolina,Bicyclist,55 Years,Female,None Noted,None Noted,None Noted,Motorist Left Turn- Same Direction,Intersection-Related,Travel Lane,Facing Traffic,Motorist Left Turn / Merge
37,370742,1,6,17,1,0,0,0,232,3,1,1,230,2018,North Carolina,Bicyclist,17 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Misjudged Space,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
37,370776,1,6,52,1,0,0,0,232,3,1,1,230,2018,North Carolina,Bicyclist,52 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Misjudged Space,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
37,370780,1,6,47,1,0,0,0,231,3,1,1,230,2018,North Carolina,Bicyclist,47 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Undetected Bicyclist,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
37,370804,1,6,38,1,0,0,0,239,3,1,1,230,2018,North Carolina,Bicyclist,38 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Other/ Unknown,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
37,370811,1,6,8,1,0,0,0,311,3,1,3,310,2018,North Carolina,Bicyclist,8 Years,Male,None Noted,None Noted,None Noted,Bicyclist Ride Out - Residential Driveway,Not At Intersection,Travel Lane,Not applicable,Bicyclist Failed to Yield - Midblock
37,370844,1,6,18,1,0,0,0,318,3,1,2,310,2018,North Carolina,Bicyclist,18 Years,Male,None Noted,None Noted,None Noted,Bicyclist Ride Out - Other Midblock,Not At Intersection,Travel Lane,Facing Traffic,Bicyclist Failed to Yield - Midblock
37,370901,1,6,30,1,0,0,0,144,1,1,1,145,2018,North Carolina,Bicyclist,30 Years,Male,None Noted,None Noted,None Noted,Bicyclist Ride Through - Sign-Controlled Intersection,At Intersection,Travel Lane,With Traffic,Bicyclist Failed to Yield - Sign-Controlled Intersection
37,370914,1,6,77,1,0,0,0,221,1,1,1,220,2018,North Carolina,Bicyclist,77 Years,Male,None Noted,None Noted,None Noted,Bicyclist Left Turn - Same Direction,At Intersection,Travel Lane,With Traffic,Bicyclist Left Turn / Merge
37,370978,1,6,56,1,0,0,0,232,3,1,1,230,2018,North Carolina,Bicyclist,56 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Misjudged Space,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
37,371080,1,6,30,1,0,0,0,129,3,1,1,110,2018,North Carolina,Bicyclist,30 Years,Male,None Noted,None Noted,None Noted,Bicyclist Lost Control - Other / Unknown,Not At Intersection,Travel Lane,With Traffic,Loss of Control / Turning Error
37,371081,1,6,34,1,0,0,0,212,1,1,1,210,2018,North Carolina,Bicyclist,34 Years,Male,None Noted,None Noted,None Noted,Motorist Left Turn- Opposite Direction,At Intersection,Travel Lane,With Traffic,Motorist Left Turn / Merge
37,371102,1,6,23,1,0,0,0,239,3,1,1,230,2018,North Carolina,Bicyclist,23 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Other/ Unknown,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
37,371210,1,6,40,1,0,0,0,116,2,1,1,110,2018,North Carolina,Bicyclist,40 Years,Male,None Noted,None Noted,None Noted,Bicyclist Turning Error - Other,Intersection-Related,Travel Lane,With Traffic,Loss of Control / Turning Error
38,380029,1,6,56,2,0,0,0,221,1,1,1,220,2018,North Dakota,Bicyclist,56 Years,Female,None Noted,None Noted,None Noted,Bicyclist Left Turn - Same Direction,At Intersection,Travel Lane,With Traffic,Bicyclist Left Turn / Merge
38,380039,1,6,53,1,0,0,0,144,1,1,1,145,2018,North Dakota,Bicyclist,53 Years,Male,None Noted,None Noted,None Noted,Bicyclist Ride Through - Sign-Controlled Intersection,At Intersection,Travel Lane,With Traffic,Bicyclist Failed to Yield - Sign-Controlled Intersection
39,390275,1,6,22,2,0,0,0,970,3,1,2,990,2018,Ohio,Bicyclist,22 Years,Female,None Noted,None Noted,None Noted,Unknown Approach Paths,Not At Intersection,Travel Lane,Facing Traffic,Other / Unknown - Insufficient Details
39,390357,1,6,23,1,0,1,0,313,3,1,3,310,2018,Ohio,Bicyclist,23 Years,Male,None Noted,Yes,None Noted,"Bicyclist Ride-Out - Driveway, Unknown Type",Not At Intersection,Travel Lane,Not applicable,Bicyclist Failed to Yield - Midblock
39,390359,1,6,79,1,0,1,0,111,2,8,3,110,2018,Ohio,Bicyclist,79 Years,Male,None Noted,Yes,None Noted,Motorist Turning Error - Left turn,Intersection-Related,Other,Not applicable,Loss of Control / Turning Error
39,390362,1,6,71,1,0,1,0,235,3,1,1,230,2018,Ohio,Bicyclist,71 Years,Male,None Noted,Yes,None Noted,Motorist Overtaking - Bicyclist Swerved,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
39,390435,1,6,80,1,0,0,0,144,1,1,1,145,2018,Ohio,Bicyclist,80 Years,Male,None Noted,None Noted,None Noted,Bicyclist Ride Through - Sign-Controlled Intersection,At Intersection,Travel Lane,With Traffic,Bicyclist Failed to Yield - Sign-Controlled Intersection
39,390453,1,6,66,1,0,0,0,144,1,1,1,145,2018,Ohio,Bicyclist,66 Years,Male,None Noted,None Noted,None Noted,Bicyclist Ride Through - Sign-Controlled Intersection,At Intersection,Travel Lane,With Traffic,Bicyclist Failed to Yield - Sign-Controlled Intersection
39,390511,1,6,33,1,0,0,0,239,3,1,1,230,2018,Ohio,Bicyclist,33 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Other/ Unknown,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
39,390539,1,6,43,1,1,1,0,155,1,1,1,158,2018,Ohio,Bicyclist,43 Years,Male,Yes,Yes,None Noted,Bicyclist Ride Through - Signalized Intersection,At Intersection,Travel Lane,With Traffic,Bicyclist Failed to Yield - Signalized Intersection
39,390549,1,6,26,2,0,0,0,144,1,1,1,145,2018,Ohio,Bicyclist,26 Years,Female,None Noted,None Noted,None Noted,Bicyclist Ride Through - Sign-Controlled Intersection,At Intersection,Travel Lane,With Traffic,Bicyclist Failed to Yield - Sign-Controlled Intersection
39,390602,1,6,60,1,0,0,0,142,1,1,1,145,2018,Ohio,Bicyclist,60 Years,Male,None Noted,None Noted,None Noted,Bicyclist Ride Out - Sign-Controlled Intersection,At Intersection,Travel Lane,With Traffic,Bicyclist Failed to Yield - Sign-Controlled Intersection
39,390641,1,6,56,1,0,0,0,141,1,1,1,140,2018,Ohio,Bicyclist,56 Years,Male,None Noted,None Noted,None Noted,Motorist Drive Out - Sign-Controlled Intersection,At Intersection,Travel Lane,With Traffic,Motorist Failed to Yield - Sign-Controlled Intersection
39,390683,1,6,57,1,0,0,0,239,3,1,1,230,2018,Ohio,Bicyclist,57 Years,Male,None Noted,None Noted,None Noted,Motorist Overtaking - Other/ Unknown,Not At Intersection,Travel Lane,With Traffic,Motorist Overtaking Bicyclist
39,390715,1,6,11,1,0,0,0,144,1,1,1,145,2018,Ohio,Bicyclist,11 Years,Male,None Noted,None Noted,None Noted,Bicyclist Ride Through - Sign-Controlled Intersection,At Intersection,Travel Lane,With Traffic,Bicyclist Failed to Yield - Sign-Controlled Intersection
39,390735,1,6,18,2,0,0,0,313,3,1,3,310,2018,Ohio,Bicyclist,18 Years,Female,None Noted,None Noted,None Noted,"Bicyclist Ride-Out - Driveway, Unknown Type",Not At Intersection,Travel Lane,Not applicable,Bicyclist Failed to Yield - Midblock
39,390748,1,6,51,1,0,0,0,319,3,1,3,310,2018,Ohio,Bicyclist,51 Years,Male,None Noted,None Noted,None Noted,Bicyclist Ride Out - Midblock - Unknown,Not At Intersection,Travel Lane,Not applicable,Bicyclist Failed to Yield - Midblock
39,390795,1,6,58,1,1,1,0,155,1,1,1,158,2018,Ohio,Bicyclist,58 Years,Male,Yes,Yes,None Noted,Bicyclist Ride Through - Signalized Intersection,At Intersection,Travel Lane,With Traffic,Bicyclist Failed to Yield - Signalized Intersection
